LCE6A	IPR031716
SAMD4A	IPR013761
SAMD4A	IPR001660
CEP164	IPR001202
PHF24	IPR031946
PHF24	IPR011011
PHF24	IPR011992
PHF24	IPR019786
PHF24	IPR013083
TRAK1	IPR022154
TRAK1	IPR006933
FOXJ3	IPR018122
FOXJ3	IPR030456
FOXJ3	IPR001766
FOXJ3	IPR011991
SATB2	IPR032392
SATB2	IPR009057
SATB2	IPR032355
SATB2	IPR001356
SATB2	IPR003350
SATB2	IPR010982
UNC13A	IPR002219
UNC13A	IPR010439
UNC13A	IPR019558
UNC13A	IPR027080
UNC13A	IPR027082
UNC13A	IPR000008
UNC13A	IPR014770
UNC13A	IPR014772
IGSF9B	IPR003599
IGSF9B	IPR003598
IGSF9B	IPR013783
IGSF9B	IPR007110
IGSF9B	IPR003961
IGSF9B	IPR013106
KIAA102	IPR009626
SHANK2	IPR001478
SHANK2	IPR001452
SHANK2	IPR013761
SHANK2	IPR011511
SHANK2	IPR001660
DICER1	IPR014720
DICER1	IPR003100
DICER1	IPR006935
DICER1	IPR001650
DICER1	IPR014001
DICER1	IPR005034
DICER1	IPR027417
DICER1	IPR000999
SLC7A11	IPR002293
SLC7A11	IPR004760
MAPRE3	IPR001715
MAPRE3	IPR027738
MAPRE3	IPR027328
MAPRE3	IPR004953
HPS5	IPR017986
HPS5	IPR015943
THSD7A	IPR000884
ICK	IPR017441
ICK	IPR008271
ICK	IPR011009
ICK	IPR000719
CORO2B	IPR015048
CORO2B	IPR017986
CORO2B	IPR001680
CORO2B	IPR027339
CORO2B	IPR015943
CORO2B	IPR019775
CORO2B	IPR011042
CORO2B	IPR015505
KCNH4	IPR005821
KCNH4	IPR014710
KCNH4	IPR003938
KCNH4	IPR000700
KCNH4	IPR001610
KCNH4	IPR003950
KCNH4	IPR000014
KCNH4	IPR018490
KCNH4	IPR000595
MOK	IPR017441
MOK	IPR008271
MOK	IPR011009
MOK	IPR000719
DHDH	IPR016040
DHDH	IPR000683
DNM3	IPR003130
DNM3	IPR022812
DNM3	IPR019762
DNM3	IPR001401
DNM3	IPR027417
DNM3	IPR030381
DNM3	IPR001849
DNM3	IPR020850
DNM3	IPR000375
DNM3	IPR027743
DNM3	IPR011993
RIMS2	IPR001478
RIMS2	IPR010911
RIMS2	IPR011011
RIMS2	IPR013083
RIMS2	IPR030631
RIMS2	IPR017455
RIMS2	IPR000008
SRRM2	IPR024945
SRRM2	IPR013170
NEU3	IPR011040
NEU3	IPR026856
NEU3	IPR026944
CNTN6	IPR003599
CNTN6	IPR007110
CNTN6	IPR013783
CNTN6	IPR013098
CNTN6	IPR003598
CNTN6	IPR003961
CNTN6	IPR033009
MGAT4B	IPR006759
PSG11	IPR003599
PSG11	IPR007110
PSG11	IPR013783
PSG11	IPR013106
PSG11	IPR003598
PSG8	IPR003599
PSG8	IPR007110
PSG8	IPR013783
PSG8	IPR013106
PSG8	IPR003598
PA2G4	IPR000994
PA2G4	IPR004545
PA2G4	IPR018349
PA2G4	IPR011991
EXO1	IPR008918
EXO1	IPR029060
EXO1	IPR006084
EXO1	IPR020045
EXO1	IPR006086
EXO1	IPR006085
EXO1	IPR019974
EXO1	IPR032641
CDK11A	IPR008271
CDK11A	IPR011009
CDK11A	IPR000719
SPG7	IPR000642
SPG7	IPR005936
SPG7	IPR003593
SPG7	IPR011546
SPG7	IPR003959
SPG7	IPR027417
CTNND2	IPR028435
CTNND2	IPR016024
CTNND2	IPR011989
CTNND2	IPR000225
BAIAP2	IPR001452
BAIAP2	IPR027681
BAIAP2	IPR027267
BAIAP2	IPR030128
BAIAP2	IPR013606
AURKC	IPR011009
AURKC	IPR000719
AURKC	IPR030613
AURKC	IPR008271
AURKC	IPR030616
AURKC	IPR017441
GAB2	IPR001849
GAB2	IPR011993
CLCA2	IPR004727
CLCA2	IPR024079
CLCA2	IPR013783
CLCA2	IPR002035
CLCA2	IPR013642
SCN8A	IPR005821
SCN8A	IPR000048
SCN8A	IPR024583
SCN8A	IPR008054
SCN8A	IPR010526
SCN8A	IPR001696
ERVW-1	IPR018154
MAPK8IP1	IPR001452
MAPK8IP1	IPR011993
MAPK8IP1	IPR006020
ERVK-11	IPR029104
ERVK-11	IPR001037
ERVK-11	IPR017856
ERVK-11	IPR003308
ERVK-11	IPR000477
ERVK-11	IPR002156
ERVK-11	IPR001584
ERVK-11	IPR012337
ERVK-11	IPR010661
HDAC5	IPR023801
HDAC5	IPR030703
HDAC5	IPR024643
HDAC5	IPR000286
HDAC5	IPR017320
CAMK2A	IPR011009
CAMK2A	IPR032710
CAMK2A	IPR000719
CAMK2A	IPR008271
CAMK2A	IPR017441
CAMK2A	IPR013543
CAMK2A	IPR020636
CHMP2B	IPR005024
TNN	IPR014716
TNN	IPR014715
TNN	IPR003961
TNN	IPR013783
TNN	IPR033080
TNN	IPR000742
TNN	IPR020837
TNN	IPR002181
TNN	IPR013032
NAALADL1	IPR007365
NAALADL1	IPR007484
NAALADL1	IPR003137
SH2B3	IPR035059
SH2B3	IPR030522
SH2B3	IPR030523
SH2B3	IPR000980
SH2B3	IPR001849
SH2B3	IPR011993
SH2B3	IPR015012
SCML2	IPR021987
SCML2	IPR013761
SCML2	IPR001660
SCML2	IPR033763
SCML2	IPR004092
ZNF148	IPR013087
LAMP3	IPR002000
ERVK-19	IPR001037
ERVK-19	IPR017856
ERVK-19	IPR003308
ERVK-19	IPR000477
ERVK-19	IPR002156
ERVK-19	IPR001584
ERVK-19	IPR012337
ERVK-19	IPR010661
TRPC6	IPR005821
TRPC6	IPR002110
TRPC6	IPR004729
TRPC6	IPR020683
TRPC6	IPR005462
TRPC6	IPR013555
TRPC6	IPR002153
COLQ	IPR011936
MTMR7	IPR016130
MTMR7	IPR029021
MTMR7	IPR030572
MTMR7	IPR003595
MTMR7	IPR030564
MTMR7	IPR010569
MTMR7	IPR011993
MTMR7	IPR000387
JAG2	IPR000152
JAG2	IPR018097
JAG2	IPR009030
JAG2	IPR001007
JAG2	IPR000742
JAG2	IPR011651
JAG2	IPR001881
JAG2	IPR013032
JAG2	IPR026219
JAG2	IPR001774
NIP7	IPR002478
NIP7	IPR015947
NIP7	IPR005155
NIP7	IPR016686
DMTF1	IPR009057
DMTF1	IPR001005
DMTF1	IPR017877
DMTF1	IPR017930
GNE	IPR020004
GNE	IPR003331
GNE	IPR000600
C14orf166	IPR019265
RNF24	IPR001841
RNF24	IPR011016
RNF24	IPR013083
SLC22A13	IPR020846
SLC22A13	IPR005828
ENTPD4	IPR000407
RUVBL2	IPR010339
RUVBL2	IPR027238
RUVBL2	IPR003593
RUVBL2	IPR027417
FUT9	IPR001503
FUT9	IPR031481
CDYL	IPR023780
CDYL	IPR023779
CDYL	IPR016197
CDYL	IPR001753
CDYL	IPR000953
CDYL	IPR014748
CDYL	IPR029045
PDE10A	IPR029016
PDE10A	IPR003607
PDE10A	IPR023088
PDE10A	IPR003018
PDE10A	IPR023174
PDE10A	IPR002073
LIPT1	IPR004143
LIPT1	IPR004562
APOBEC2	IPR016193
APOBEC2	IPR002125
APOBEC2	IPR013158
OSGIN2	IPR029731
OSGIN2	IPR023753
OSGIN2	IPR029728
PIN4	IPR000297
DLEC1	IPR013783
DLEC1	IPR033304
NOD1	IPR007111
NOD1	IPR001611
NOD1	IPR001315
NOD1	IPR011029
CLEC11A	IPR016187
CLEC11A	IPR016186
CLEC11A	IPR001304
CLEC11A	IPR018378
HIGD1A	IPR007667
TCF19	IPR019786
TCF19	IPR011011
TCF19	IPR013083
TCF19	IPR008984
TCF19	IPR000253
TCF19	IPR001965
AKT3	IPR000961
AKT3	IPR011009
AKT3	IPR000719
AKT3	IPR017892
AKT3	IPR008271
AKT3	IPR017441
AKT3	IPR001849
AKT3	IPR011993
AKT3	IPR034675
FAM50B	IPR007005
GINS2	IPR021151
GINS2	IPR007257
LZTS1	IPR033293
HPSE	IPR005199
HPSE	IPR017853
POLH	IPR017961
POLH	IPR001126
POLH	IPR017061
PRELID1	IPR006797
RCE1	IPR003675
KCNK6	IPR005409
KCNK6	IPR005408
KCNK6	IPR003092
KCNK6	IPR013099
KCNK6	IPR003280
CCL26	IPR001811
CCL26	IPR000827
CHKB	IPR026712
CHKB	IPR011009
FOXA2	IPR018533
FOXA2	IPR018122
FOXA2	IPR030456
FOXA2	IPR013638
FOXA2	IPR001766
FOXA2	IPR011991
EIF3L	IPR019382
EIF3L	IPR011990
PLAA	IPR016024
PLAA	IPR017986
PLAA	IPR001680
PLAA	IPR015943
PLAA	IPR015155
PLAA	IPR013535
PLAA	IPR011989
PLAA	IPR033510
RUVBL1	IPR010339
RUVBL1	IPR027238
RUVBL1	IPR003593
RUVBL1	IPR027417
NUDC	IPR032572
NUDC	IPR007052
NUDC	IPR025934
NUDC	IPR008978
SLC22A14	IPR020846
SLC22A14	IPR005828
CYSLTR1	IPR017452
CYSLTR1	IPR000276
CYSLTR1	IPR004071
CYSLTR1	IPR013310
RASD1	IPR020849
RASD1	IPR005225
RASD1	IPR027417
RASD1	IPR001806
ST3GAL6	IPR012163
ST3GAL6	IPR001675
BCS1L	IPR003960
BCS1L	IPR003593
BCS1L	IPR014851
BCS1L	IPR027243
BCS1L	IPR003959
BCS1L	IPR027417
VDAC3	IPR030271
VDAC3	IPR027246
VDAC3	IPR001925
HS3ST2	IPR027417
HS3ST2	IPR000863
VSIG4	IPR003599
VSIG4	IPR007110
VSIG4	IPR013783
VSIG4	IPR013106
VSIG4	IPR003598
CFL2	IPR002108
CFL2	IPR017904
CFL2	IPR029006
ERGIC3	IPR012936
INVS	IPR002110
INVS	IPR020683
INVS	IPR000048
WDR83OS	IPR005351
FARSA	IPR006195
FARSA	IPR004529
FARSA	IPR002319
FARSA	IPR011991
SIGLEC7	IPR003599
SIGLEC7	IPR007110
SIGLEC7	IPR013783
SIGLEC7	IPR013106
SIGLEC7	IPR003598
SLC5A6	IPR018212
SLC5A6	IPR001734
MRPS33	IPR013219
ASF1A	IPR006818
DRG1	IPR004095
DRG1	IPR006073
DRG1	IPR006074
DRG1	IPR031167
DRG1	IPR031662
DRG1	IPR005225
DRG1	IPR012676
DRG1	IPR027417
DRG1	IPR012675
TRAPPC4	IPR011012
TRAPPC4	IPR007233
ZNF443	IPR001909
ZNF443	IPR013083
ZNF443	IPR013087
NCKAP1	IPR019137
B3GNT3	IPR002659
CNPY2	IPR021852
CNPY2	IPR008139
PIGL	IPR024078
PIGL	IPR003737
TP53TG5	IPR029290
VPS9D1	IPR003123
PKIG	IPR004171
UST	IPR007734
UST	IPR005331
UST	IPR027417
EXOG	IPR001604
EXOG	IPR020821
SLC17A4	IPR011701
SLC17A4	IPR020846
TLR6	IPR000157
TLR6	IPR003591
TLR6	IPR027187
TLR6	IPR032675
TLR6	IPR001611
TLR6	IPR000483
CA5B	IPR018338
CA5B	IPR023561
CA5B	IPR001148
CA5B	IPR018437
ATF5	IPR029855
ATF5	IPR004827
SLC35A3	IPR007271
EXOC6B	IPR007225
SSX2IP	IPR021622
ZNF652	IPR013087
ZNF652	IPR013083
MAN2B2	IPR011682
MAN2B2	IPR011330
MAN2B2	IPR000602
MAN2B2	IPR028995
MAN2B2	IPR011013
MAN2B2	IPR027291
MAN2B2	IPR015341
DTX4	IPR018957
DTX4	IPR018123
DTX4	IPR001841
DTX4	IPR013083
DTX4	IPR004170
SLC9A8	IPR004709
SLC9A8	IPR006153
SLC9A8	IPR018422
SLC9A8	IPR018409
BTBD3	IPR011333
BTBD3	IPR012983
BTBD3	IPR011705
BTBD3	IPR000210
EFR3B	IPR016024
EFR3B	IPR011989
MYRF	IPR026932
MYRF	IPR026933
MYRF	IPR025719
MYRF	IPR030392
MYRF	IPR011991
MYRF	IPR024061
MYRF	IPR008967
CARD8	IPR025307
CARD8	IPR001315
CARD8	IPR011029
ATP11B	IPR018303
ATP11B	IPR023298
ATP11B	IPR023299
ATP11B	IPR023214
ATP11B	IPR008250
ATP11B	IPR001757
ATP11B	IPR032631
ATP11B	IPR032630
ATP11B	IPR006539
ATP11B	IPR030362
ANKRD6	IPR002110
ANKRD6	IPR020683
POFUT2	IPR019378
ZFP30	IPR001909
ZFP30	IPR013087
DNAJC16	IPR001623
DNAJC16	IPR013766
DNAJC16	IPR018253
DNAJC16	IPR012336
SBNO2	IPR026741
SBNO2	IPR027417
SBNO2	IPR030410
SBNO2	IPR026937
DLGAP4	IPR030527
DLGAP4	IPR005026
STK38L	IPR000961
STK38L	IPR011009
STK38L	IPR000719
STK38L	IPR017892
STK38L	IPR008271
STK38L	IPR017441
PLEKHA6	IPR001849
PLEKHA6	IPR011993
ZNF510	IPR001909
ZNF510	IPR013083
ZNF510	IPR013087
MAST1	IPR000961
MAST1	IPR001478
MAST1	IPR011009
MAST1	IPR000719
MAST1	IPR008271
MAST1	IPR023142
MAST1	IPR015022
MAST1	IPR028777
NISCH	IPR032675
NISCH	IPR001683
NISCH	IPR001611
NTNG1	IPR013032
NTNG1	IPR000742
NTNG1	IPR008211
NTNG1	IPR002049
NTNG1	IPR008979
NINL	IPR002048
NINL	IPR018247
NINL	IPR011992
PIKFYVE	IPR027483
PIKFYVE	IPR002423
PIKFYVE	IPR011011
PIKFYVE	IPR002498
PIKFYVE	IPR013083
PIKFYVE	IPR000306
PIKFYVE	IPR027409
PIKFYVE	IPR017455
PIKFYVE	IPR011991
PIKFYVE	IPR000591
PIKFYVE	IPR027484
TBC1D30	IPR000195
TBC1D30	IPR032738
RPH3A	IPR010911
RPH3A	IPR011011
RPH3A	IPR013083
RPH3A	IPR017455
RPH3A	IPR001565
RPH3A	IPR000008
RPH3A	IPR028698
EPB41L3	IPR030691
EPB41L3	IPR007477
EPB41L3	IPR019749
EPB41L3	IPR019748
EPB41L3	IPR019747
EPB41L3	IPR029071
EPB41L3	IPR014847
EPB41L3	IPR008379
EPB41L3	IPR000798
EPB41L3	IPR014352
EPB41L3	IPR018979
EPB41L3	IPR011993
EPB41L3	IPR018980
EPB41L3	IPR000299
AMOTL2	IPR024646
AMOTL2	IPR009114
PADI2	IPR008972
PADI2	IPR013732
PADI2	IPR013733
PADI2	IPR013530
PADI2	IPR004303
ZBTB1	IPR011333
ZBTB1	IPR013083
ZBTB1	IPR013087
ZBTB1	IPR000210
SIK3	IPR011009
SIK3	IPR000719
SIK3	IPR008271
SIK3	IPR015940
SIK3	IPR017441
SIK3	IPR034672
MYH15	IPR002928
MYH15	IPR027417
MYH15	IPR001609
MYH15	IPR004009
R3HDM2	IPR024771
R3HDM2	IPR001374
USP20	IPR006615
USP20	IPR018200
USP20	IPR013083
USP20	IPR001394
USP20	IPR028889
USP20	IPR001607
KDM2A	IPR001810
KDM2A	IPR019787
KDM2A	IPR019786
KDM2A	IPR011011
KDM2A	IPR013083
KDM2A	IPR003347
KDM2A	IPR032675
KDM2A	IPR006553
KDM2A	IPR001965
KDM2A	IPR002857
STXBP5L	IPR001388
STXBP5L	IPR017986
STXBP5L	IPR001680
STXBP5L	IPR013905
STXBP5L	IPR015943
STXBP5L	IPR019775
STXBP5L	IPR000664
STXBP5L	IPR013577
TRAPPC8	IPR024420
TRAPPC8	IPR011990
FRMD4B	IPR019749
FRMD4B	IPR019748
FRMD4B	IPR019747
FRMD4B	IPR029071
FRMD4B	IPR014352
FRMD4B	IPR018979
FRMD4B	IPR011993
FRMD4B	IPR021774
FRMD4B	IPR018980
FRMD4B	IPR000299
ZKSCAN5	IPR001909
ZKSCAN5	IPR008916
ZKSCAN5	IPR013083
ZKSCAN5	IPR003309
ZKSCAN5	IPR013087
FAN1	IPR033315
FAN1	IPR014883
FAN1	IPR011990
FAN1	IPR006642
SSUH2	IPR033271
KLHL20	IPR011333
KLHL20	IPR011705
KLHL20	IPR017096
KLHL20	IPR000210
KLHL20	IPR015915
KLHL20	IPR006652
HIF3A	IPR011598
HIF3A	IPR021537
HIF3A	IPR013767
HIF3A	IPR013655
HIF3A	IPR001610
HIF3A	IPR000014
ZNF835	IPR013087
ZNF835	IPR013083
SLC27A6	IPR000873
SLC27A6	IPR025110
SLC27A6	IPR030309
SLC27A6	IPR020845
SLC27A5	IPR000873
SLC27A5	IPR025110
SLC27A5	IPR030302
SLC27A5	IPR020845
ZNF256	IPR001909
ZNF256	IPR013087
RCL1	IPR013792
RCL1	IPR023797
RCL1	IPR013791
RCL1	IPR020719
RCL1	IPR016443
RCL1	IPR000228
ATP8A1	IPR018303
ATP8A1	IPR023298
ATP8A1	IPR023299
ATP8A1	IPR023214
ATP8A1	IPR008250
ATP8A1	IPR032631
ATP8A1	IPR032630
ATP8A1	IPR006539
ATP8A1	IPR001757
ZNF257	IPR001909
ZNF257	IPR013083
ZNF257	IPR013087
GSTK1	IPR012336
GSTK1	IPR001853
GSTK1	IPR014440
LAMTOR2	IPR004942
MRPS28	IPR019375
COA3	IPR018628
PTPN22	IPR016130
PTPN22	IPR016276
PTPN22	IPR029021
PTPN22	IPR003595
PTPN22	IPR000387
PTPN22	IPR000242
DDX52	IPR011545
DDX52	IPR014014
DDX52	IPR001650
DDX52	IPR027417
DDX52	IPR014001
MRPS17	IPR000266
MRPS17	IPR012340
MRPS7	IPR000235
MRPS7	IPR023798
TMA7	IPR015157
POLDIP2	IPR007474
POLDIP2	IPR011722
AXIN2	IPR016137
AXIN2	IPR029071
AXIN2	IPR014936
AXIN2	IPR032101
AXIN2	IPR001158
AXIN2	IPR024066
GDA	IPR006680
GDA	IPR014311
GDA	IPR011059
GDA	IPR032466
PPP2R2C	IPR000009
PPP2R2C	IPR017986
PPP2R2C	IPR015943
PPP2R2C	IPR018067
PPP2R2C	IPR001680
GPR52	IPR017452
GPR52	IPR000276
GPR55	IPR017452
GPR55	IPR028334
GPR55	IPR000276
YBX2	IPR011129
YBX2	IPR019844
YBX2	IPR002059
YBX2	IPR012340
KCNK7	IPR005408
KCNK7	IPR003092
KCNK7	IPR013099
KCNK7	IPR003280
MAP3K2	IPR011009
MAP3K2	IPR000719
MAP3K2	IPR017441
MAP3K2	IPR034879
MAP3K2	IPR034883
MAP3K2	IPR000270
LEMD3	IPR003887
LEMD3	IPR034394
LEMD3	IPR011015
LEMD3	IPR034997
LEMD3	IPR018996
LEMD3	IPR000504
KLHDC2	IPR015916
KLHDC2	IPR015915
C15orf4	IPR029404
CARHSP1	IPR011129
CARHSP1	IPR019844
CARHSP1	IPR002059
CARHSP1	IPR012340
RAX	IPR009057
RAX	IPR017970
RAX	IPR001356
RAX	IPR003654
RAX	IPR032967
THRAP3	IPR026667
THRAP3	IPR029199
WBP11	IPR019007
SLC45A1	IPR011701
SLC45A1	IPR020846
TDRKH	IPR004087
TDRKH	IPR002999
TDRKH	IPR004088
KCNIP3	IPR002048
KCNIP3	IPR018247
KCNIP3	IPR011992
MED16	IPR011041
MED16	IPR017986
MED16	IPR015943
MED16	IPR021665
MED16	IPR001680
NOP58	IPR002687
NOP58	IPR012974
NOP58	IPR011990
NOP58	IPR012976
GIT1	IPR022018
GIT1	IPR002110
GIT1	IPR001164
GIT1	IPR020683
GIT1	IPR032352
GIT1	IPR013724
UBE2D4	IPR016135
UBE2D4	IPR023313
UBE2D4	IPR000608
ZNF281	IPR013087
ZNF281	IPR013083
ARL2BP	IPR023379
POLR3K	IPR019761
POLR3K	IPR034014
POLR3K	IPR001222
POLR3K	IPR012164
POLR3K	IPR001529
ZBTB32	IPR011333
ZBTB32	IPR013083
ZBTB32	IPR013087
ZBTB32	IPR000210
TMEM98	IPR029668
PRG3	IPR001304
PRG3	IPR018378
PRG3	IPR033816
PRG3	IPR016186
PRG3	IPR016187
PRG3	IPR002352
KLF13	IPR013087
MTO1	IPR002218
MTO1	IPR023753
MTO1	IPR026904
MTO1	IPR020595
MTO1	IPR004416
YARS2	IPR002942
YARS2	IPR014729
YARS2	IPR001412
YARS2	IPR002307
YARS2	IPR002305
YARS2	IPR024088
COQ6	IPR002938
COQ6	IPR023753
COQ6	IPR018168
COQ6	IPR010971
COQ6	IPR000689
NOSIP	IPR016818
NOSIP	IPR013083
NOSIP	IPR031790
DERA	IPR011343
DERA	IPR013785
DERA	IPR002915
MEMO1	IPR002737
TMX2	IPR012336
TMX2	IPR013766
FCF1	IPR006984
FCF1	IPR029060
FCF1	IPR002716
NSG2	IPR009431
ZBTB12	IPR011333
ZBTB12	IPR013087
ZBTB12	IPR000210
LSM2	IPR010920
LSM2	IPR016654
LSM2	IPR001163
VWA7	IPR002035
SIGLEC9	IPR003599
SIGLEC9	IPR007110
SIGLEC9	IPR013783
SIGLEC9	IPR013106
KLK5	IPR033116
KLK5	IPR009003
KLK5	IPR001254
KLK5	IPR001314
KLK5	IPR018114
PLLP	IPR008253
PLLP	IPR013295
SNX24	IPR001683
SLC6A5	IPR000175
STARD10	IPR002913
STARD10	IPR023393
IFT52	IPR019196
IFT52	IPR029062
SH3GLB1	IPR001452
SH3GLB1	IPR027267
SH3GLB1	IPR004148
NDUFAF1	IPR008979
NDUFAF1	IPR013857
CAB39	IPR016024
CAB39	IPR011989
CAB39	IPR013878
LUC7L2	IPR004882
UBE2J1	IPR016135
UBE2J1	IPR000608
RBMX2	IPR000504
DHRS7	IPR002347
DHRS7	IPR016040
DHRS7	IPR020904
ZDHHC9	IPR001594
MRPS2	IPR023591
MRPS2	IPR005706
MRPS2	IPR001865
MRPS2	IPR018130
COQ4	IPR027540
COQ4	IPR007715
UTP11	IPR007144
MOB4	IPR005301
RRP7A	IPR000504
RRP7A	IPR034890
RRP7A	IPR024326
SBDS	IPR019783
SBDS	IPR018978
SBDS	IPR002140
SBDS	IPR018023
TMED5	IPR009038
TMED5	IPR015720
TMED5	IPR015717
PRELID3B	IPR006797
TMED7	IPR009038
TMED7	IPR015718
TMED7	IPR015720
SF3B6	IPR000504
SF3B6	IPR034150
EMC9	IPR005366
MRPL11	IPR006519
MRPL11	IPR020783
MRPL11	IPR000911
MRPL11	IPR020784
REXO2	IPR012337
REXO2	IPR013520
REXO2	IPR022894
RRP15	IPR012459
WASHC3	IPR019309
NOP16	IPR019002
TPRKB	IPR013926
RNF11	IPR001841
RNF11	IPR013083
PPIL1	IPR002130
PPIL1	IPR024936
PPIL1	IPR020892
PPIL1	IPR029000
MED31	IPR008831
UFC1	IPR014806
UFC1	IPR016135
FAM96B	IPR002744
MRPS18C	IPR018275
MRPS18C	IPR001648
FIS1	IPR016543
FIS1	IPR011990
FIS1	IPR028058
FIS1	IPR033745
FIS1	IPR028061
PAM16	IPR001623
PAM16	IPR005341
MRPS23	IPR023611
MRPS23	IPR019520
GOLT1B	IPR007305
HDGFL3	IPR000313
BOLA1	IPR002634
PTRH2	IPR002833
PTRH2	IPR023476
CHMP3	IPR005024
STRAP	IPR019775
STRAP	IPR020472
STRAP	IPR017986
STRAP	IPR015943
STRAP	IPR001680
RTCB	IPR027513
RTCB	IPR001233
FBXO7	IPR001810
FBXO7	IPR021625
FBXO7	IPR029071
SH3BP1	IPR008936
SH3BP1	IPR027267
SH3BP1	IPR004148
SH3BP1	IPR000198
RAP2C	IPR020849
RAP2C	IPR005225
RAP2C	IPR027417
RAP2C	IPR001806
CBY1	IPR028118
ZNF337	IPR001909
ZNF337	IPR013083
ZNF337	IPR013087
OR2W1	IPR017452
OR2W1	IPR000276
OR2W1	IPR000725
RHBDD3	IPR009060
RHBDD3	IPR022764
RHBDD3	IPR015940
SIT1	IPR033269
RABGAP1	IPR000195
RABGAP1	IPR033185
RABGAP1	IPR022164
RABGAP1	IPR006020
RABGAP1	IPR011993
NAALAD2	IPR007365
NAALAD2	IPR007484
NAALAD2	IPR003137
TMED3	IPR009038
TMED3	IPR015720
HCN4	IPR005821
HCN4	IPR014710
HCN4	IPR003938
HCN4	IPR018488
HCN4	IPR018490
HCN4	IPR013621
HCN4	IPR000595
HCN4	IPR030173
TSC22D4	IPR000580
GRIP1	IPR001478
GRIP1	IPR030026
NEU2	IPR011040
NEU2	IPR026945
NEU2	IPR026856
DOPEY2	IPR007249
WNK2	IPR024678
WNK2	IPR008271
WNK2	IPR011009
WNK2	IPR000719
ZNF330	IPR010531
R3HCC1	IPR001374
NOC2L	IPR005343
NOC2L	IPR016024
NOC2L	IPR011989
RPL36	IPR000509
RWDD3	IPR006575
RWDD3	IPR016135
CCDC9	IPR029336
CHTOP	IPR025715
PYGO1	IPR011011
PYGO1	IPR001965
PYGO1	IPR019787
PYGO1	IPR019786
PYGO1	IPR013083
SAMHD1	IPR013761
SAMHD1	IPR001660
SAMHD1	IPR003607
SAMHD1	IPR006674
FAM32A	IPR013865
PKP3	IPR028435
PKP3	IPR028434
PKP3	IPR016024
PKP3	IPR011989
PKP3	IPR000225
KNSTRN	IPR033373
HBS1L	IPR000795
HBS1L	IPR004161
HBS1L	IPR004160
HBS1L	IPR009001
HBS1L	IPR009000
HBS1L	IPR015033
HBS1L	IPR027417
TBX22	IPR001699
TBX22	IPR018186
TBX22	IPR008967
ZNF711	IPR006794
ZNF711	IPR013087
DYRK1B	IPR033565
DYRK1B	IPR017441
DYRK1B	IPR008271
DYRK1B	IPR011009
DYRK1B	IPR000719
NR2E1	IPR001628
NR2E1	IPR000536
NR2E1	IPR013088
NR2E1	IPR001723
SALL2	IPR013087
SALL2	IPR013083
L3MBTL1	IPR013761
L3MBTL1	IPR002515
L3MBTL1	IPR001660
L3MBTL1	IPR004092
CMAHP	IPR001279
CMAHP	IPR027033
ZNF175	IPR001909
ZNF175	IPR013083
ZNF175	IPR013087
PRKAB1	IPR030080
PRKAB1	IPR013783
PRKAB1	IPR032640
PRKAB1	IPR006828
PRKAB1	IPR014756
MTF2	IPR001965
MTF2	IPR019787
MTF2	IPR019786
MTF2	IPR011011
MTF2	IPR013083
MTF2	IPR025894
MTF2	IPR002999
WDR45	IPR032910
WDR45	IPR017986
WDR45	IPR015943
WDR45	IPR001680
DMXL1	IPR022033
DMXL1	IPR017986
DMXL1	IPR015943
DMXL1	IPR001680
ATP6V0A2	IPR002490
ATP6V0A2	IPR026028
TLN1	IPR015710
TLN1	IPR002558
TLN1	IPR006077
TLN1	IPR019749
TLN1	IPR019748
TLN1	IPR019747
TLN1	IPR029071
TLN1	IPR014352
TLN1	IPR018979
TLN1	IPR011993
TLN1	IPR032425
TLN1	IPR015009
TLN1	IPR015224
TLN1	IPR000299
ZAN	IPR002919
ZAN	IPR000998
ZAN	IPR000742
ZAN	IPR001007
ZAN	IPR014853
ZAN	IPR025615
ZAN	IPR013320
ZAN	IPR013032
ZAN	IPR001846
KIF3A	IPR001752
KIF3A	IPR027417
KIF3A	IPR019821
JRKL	IPR007889
JRKL	IPR009057
JRKL	IPR004875
JRKL	IPR006600
TRRAP	IPR016024
TRRAP	IPR011009
TRRAP	IPR033317
TRRAP	IPR000403
TRRAP	IPR011990
TRRAP	IPR003151
TRRAP	IPR003152
TRRAP	IPR011989
TRRAP	IPR014009
NFE2L3	IPR029854
NFE2L3	IPR004826
NFE2L3	IPR004827
NFE2L3	IPR008917
OR10H1	IPR017452
OR10H1	IPR000276
OR10H1	IPR000725
RAD54L2	IPR000330
RAD54L2	IPR001650
RAD54L2	IPR027417
RAD54L2	IPR014001
MTCL1	IPR027881
MTCL1	IPR027882
DCAF1	IPR016024
DCAF1	IPR017986
DCAF1	IPR006594
DCAF1	IPR015943
DCAF1	IPR033270
DCAF1	IPR011989
NRXN3	IPR000152
NRXN3	IPR000742
NRXN3	IPR027789
NRXN3	IPR027158
NRXN3	IPR013320
NRXN3	IPR003585
NRXN3	IPR001791
KDM3A	IPR003347
TCAF1	IPR031161
TCAF1	IPR029062
MFHAS1	IPR001611
MFHAS1	IPR003591
MFHAS1	IPR020859
MFHAS1	IPR032675
MFHAS1	IPR013684
MFHAS1	IPR027417
CHST2	IPR027417
CHST2	IPR016469
CHST2	IPR000863
RBM19	IPR034418
RBM19	IPR034419
